Artículo;FP;articulo;Artículo Desc.;Deposito;Sector;Pasillo;Col;Nivel;Secuencia;Posición;Paleta;Lote;Tot.Uni.;Tot.Blts.;Sob.Unid.;U;U/B;Ingreso;Venc.;Est.;Mar.;Proveedor;Descripción Prov.
P745;1;;COMODIN AD ANATOMICO GDE pañal x8u;1;100;CO03;40;5;;CO03 -040-05;103613;1;40;40;0;B;1;23/09/2019;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P745;1;;COMODIN AD ANATOMICO GDE pañal x8u;1;100;CO02;40;1;A;CO02 -040-01A;103638;1;40;40;0;B;1;23/09/2019;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P745;1;;COMODIN AD ANATOMICO GDE pañal x8u;1;100;CO02;36;1;A;CO02 -036-01A;103615;1;7;7;0;B;1;23/09/2019;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P745;1;;COMODIN AD ANATOMICO GDE pañal x8u;1;100;CO02;34;1;A;CO02 -034-01A;104096;1;42;42;0;B;1;26/09/2019;01/06/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P745;1;;COMODIN AD ANATOMICO GDE pañal x8u;1;100;CO02;38;1;A;CO02 -038-01A;104446;1;21;21;0;B;1;30/09/2019;01/06/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P746;1;;COMODINÿADÿANATOMICOÿJUVENILÿMEDÿpa;1;100;CO02;68;1;A;CO02 -068-01A;103623;1;28;28;0;B;1;23/09/2019;01/03/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P746;1;;COMODINÿADÿANATOMICOÿJUVENILÿMEDÿpa;1;100;CO02;70;1;A;CO02 -070-01A;104469;1;45;45;0;B;1;30/09/2019;01/05/2050;DO;;10327;ORIEN S.A. - SAN BLAS
P749;1;;COMODIN AD CLASICO GDE pañal x10u;1;100;CO03;53;1;A;CO03 -053-01A;;;0;0;0;B;1;/  /;01/12/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P750;1;;COMODIN AD CLASICO GDE pañal x20u;1;100;CO03;61;1;A;CO03 -061-01A;;;0;0;0;B;1;/  /;01/06/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P751;1;;COMODIN AD CLASICO pañal x10u XGD;1;100;CO02;62;1;A;CO02 -062-01A;104098;1;13;13;0;B;1;26/09/2019;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P751;1;;COMODIN AD CLASICO pañal x10u XGD;1;100;CO02;60;1;A;CO02 -060-01A;;;0;0;0;B;1;/  /;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P752;1;;COMODIN AD CLASICO pañal x20u XGD;1;100;CO03;29;1;A;CO03 -029-01A;;;0;0;0;B;1;/  /;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P752;1;;COMODIN AD CLASICO pañal x20u XGD;1;100;CO03;31;1;A;CO03 -031-01A;;;0;0;0;B;1;/  /;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P752;1;;COMODIN AD CLASICO pañal x20u XGD;1;100;CO03;33;1;A;CO03 -033-01A;;;0;0;0;B;1;/  /;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P752;1;;COMODIN AD CLASICO pañal x20u XGD;1;100;CO03;35;1;A;CO03 -035-01A;;;0;0;0;B;1;/  /;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P752;1;;COMODIN AD CLASICO pañal x20u XGD;1;100;CO03;37;1;A;CO03 -037-01A;;;0;0;0;B;1;/  /;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P752;1;;COMODIN AD CLASICO pañal x20u XGD;1;100;CO03;39;1;A;CO03 -039-01A;;;0;0;0;B;1;/  /;01/06/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P753;1;;COMODIN CUBRE COLCHON PVC x1u (1PLA;1;100;CO01;89;1;A;CO01 -089-01A;104459;1;5;5;0;B;1;30/09/2019;01/05/2050;DO;;10327;ORIEN S.A. - SAN BLAS
P754;1;;COMODIN CUBRE COLCHON PVC x1u (2PLA;1;100;CO02;72;1;A;CO02 -072-01A;105125;1;20;20;0;B;1;09/10/2019;01/01/2050;DO;;10327;ORIEN S.A. - SAN BLAS
P756;1;;COMODINÿINCONTINENCIAÿEXTREMAÿXGDEÿ;1;100;CO02;25;1;A;CO02 -025-01A;;;0;0;0;B;1;/  /;01/08/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P756;1;;COMODINÿINCONTINENCIAÿEXTREMAÿXGDEÿ;1;100;CO02;23;1;A;CO02 -023-01A;;;0;0;0;B;1;/  /;01/08/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P757;1;;COMODINÿINCONTINENCIAÿFUERTEÿGDEÿap;1;100;CO03;55;1;A;CO03 -055-01A;;;0;0;0;B;1;/  /;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P758;1;;COMODINÿINCONTINENCIAÿFUERTEÿGDEÿap;1;100;CO02;64;1;A;CO02 -064-01A;;;0;0;0;B;1;/  /;01/08/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P760;1;;COMODIN POST PARTO aposito x10u;1;100;CO02;48;1;A;CO02 -048-01A;;;0;0;0;B;1;/  /;01/08/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P760;1;;COMODIN POST PARTO aposito x10u;1;100;CO02;50;1;A;CO02 -050-01A;;;0;0;0;B;1;/  /;01/08/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P761;1;;COMODIN REFUERZA PAÑAL GDE aposito ;1;100;CO02;84;1;A;CO02 -084-01A;;;0;0;0;B;1;/  /;01/07/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P762;1;;COMODIN REFUERZA PAÑAL MED aposito ;1;100;CO03;57;1;A;CO03 -057-01A;;;0;0;0;B;1;/  /;01/06/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P764;1;;COMODIN REFUERZA PAÑAL XGDE aposito;1;100;CO03;59;1;A;CO03 -059-01A;;;0;0;0;B;1;/  /;10/03/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P768;1;;PLENITUDÿACTIVEÿFITÿMENÿropaÿinter.;1;100;CO01;89;2;C;CO01 -089-02C;;;0;0;0;B;1;/  /;07/11/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P769;1;;PLENITUDÿACTIVEÿFITÿWOMÿropaÿinter.;1;100;CO03;47;1;A;CO03 -047-01A;104160;1;17;17;0;B;1;26/09/2019;06/11/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P769;1;;PLENITUDÿACTIVEÿFITÿWOMÿropaÿinter.;1;100;CO03;49;1;A;CO03 -049-01A;;;0;0;0;B;1;/  /;06/11/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P771;1;;PLENITUDÿACTIVEÿFITÿWOMÿropaÿinter.;1;100;CO01;89;3;A;CO01 -089-03A;;;0;0;0;B;1;/  /;25/01/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P775;1;;PLENITUD APOSITO aposito x10u;1;100;CO02;69;1;A;CO02 -069-01A;;;0;0;0;B;1;/  /;29/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P775;1;;PLENITUD APOSITO aposito x10u;1;100;CO02;67;1;A;CO02 -067-01A;104617;1;1;1;0;B;1;01/10/2019;12/09/2021;DO;;10331;
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;21;1;A;CO03 -021-01A;103471;1;12;12;0;B;1;20/09/2019;14/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;17;1;A;CO03 -017-01A;103469;1;6;6;0;B;1;20/09/2019;14/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;19;1;A;CO03 -019-01A;103470;1;12;12;0;B;1;20/09/2019;14/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;25;1;A;CO03 -025-01A;103468;1;12;12;0;B;1;20/09/2019;14/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;23;1;A;CO03 -023-01A;103472;1;12;12;0;B;1;20/09/2019;14/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;13;1;A;CO03 -013-01A;104581;1;12;12;0;B;1;01/10/2019;04/09/2021;DO;;10331;
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;15;1;A;CO03 -015-01A;104573;1;23;23;0;B;1;01/10/2019;04/09/2021;DO;;10331;
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;27;1;A;CO03 -027-01A;103467;1;12;12;0;B;1;20/09/2019;14/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;50;5;;CO03 -050-05;104564;1;12;12;0;B;1;01/10/2019;04/09/2021;DO;;10331;
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;50;5;;CO03 -050-05;104565;1;12;12;0;B;1;01/10/2019;04/09/2021;DO;;10331;
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;50;5;;CO03 -050-05;104560;1;12;12;0;B;1;01/10/2019;04/09/2021;DO;;10331;
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;50;5;;CO03 -050-05;104561;1;12;12;0;B;1;01/10/2019;04/09/2021;DO;;10331;
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;50;5;;CO03 -050-05;104562;1;12;12;0;B;1;01/10/2019;04/09/2021;DO;;10331;
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;50;5;;CO03 -050-05;104563;1;12;12;0;B;1;01/10/2019;04/09/2021;DO;;10331;
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;7;1;A;CO03 -007-01A;104452;1;18;18;0;B;1;30/09/2019;16/07/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;9;1;A;CO03 -009-01A;104577;1;12;12;0;B;1;01/10/2019;04/09/2021;DO;;10331;
P776;1;;PLENITUD CLASSIC pa_al x16u GDE;1;100;CO03;11;1;A;CO03 -011-01A;104579;1;12;12;0;B;1;01/10/2019;04/09/2021;DO;;10331;
P777;1;;PLENITUD CLASSIC pa_al x16u MED;1;100;CO02;51;1;A;CO02 -051-01A;;;0;0;0;B;1;/  /;21/06/2020;DO;;10331;
P777;1;;PLENITUD CLASSIC pa_al x16u MED;1;100;CO02;43;1;A;CO02 -043-01A;;;0;0;0;B;1;/  /;21/06/2020;DO;;10331;
P777;1;;PLENITUD CLASSIC pa_al x16u MED;1;100;CO02;47;1;A;CO02 -047-01A;;;0;0;0;B;1;/  /;21/06/2020;DO;;10331;
P777;1;;PLENITUD CLASSIC pa_al x16u MED;1;100;CO02;41;1;A;CO02 -041-01A;;;0;0;0;B;1;/  /;24/05/2020;DO;;10331;
P777;1;;PLENITUD CLASSIC pa_al x16u MED;1;100;CO02;45;1;A;CO02 -045-01A;;;0;0;0;B;1;/  /;21/06/2020;DO;;10331;
P777;1;;PLENITUD CLASSIC pa_al x16u MED;1;100;CO02;49;1;A;CO02 -049-01A;;;0;0;0;B;1;/  /;21/06/2020;DO;;10331;
P778;1;;PLENITUDÿPROTECTÿc/NUTRACAREÿpañalÿ;1;100;CO02;74;1;A;CO02 -074-01A;104611;1;36;36;0;B;1;01/10/2019;04/09/2021;DO;;10331;
P779;1;;PLENITUDÿPROTECTÿc/NUTRACAREÿpañalÿ;1;100;CO02;82;1;A;CO02 -082-01A;;;0;0;0;B;1;/  /;05/07/2021;DO;;10331;
P780;1;;PLENITUDÿPROTECTÿc/NUTRACAREÿpañalÿ;1;100;CO02;80;1;A;CO02 -080-01A;104599;1;45;45;0;B;1;01/10/2019;04/09/2021;DO;;10331;
P781;1;;PLENITUDÿPROTECTÿc/NUTRACAREÿpañalÿ;1;100;CO02;18;1;A;CO02 -018-01A;104645;1;15;15;0;B;1;01/10/2019;30/08/2021;DO;;10331;
P781;1;;PLENITUDÿPROTECTÿc/NUTRACAREÿpañalÿ;1;100;CO02;22;1;A;CO02 -022-01A;104802;1;18;18;0;B;1;02/10/2019;03/08/2021;DO;;10331;
P781;1;;PLENITUDÿPROTECTÿc/NUTRACAREÿpañalÿ;1;100;CO02;20;1;A;CO02 -020-01A;104647;1;27;27;0;B;1;01/10/2019;30/08/2021;DO;;10331;
P782;1;;PLENITUDÿPROTECTÿc/NUTRACAREÿpañalÿ;1;100;CO02;11;1;A;CO02 -011-01A;104153;1;12;12;0;B;1;26/09/2019;08/12/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P782;1;;PLENITUDÿPROTECTÿc/NUTRACAREÿpañalÿ;1;100;CO02;3;1;A;CO02 -003-01A;103484;1;12;12;0;B;1;20/09/2019;08/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P782;1;;PLENITUDÿPROTECTÿc/NUTRACAREÿpañalÿ;1;100;CO02;7;1;A;CO02 -007-01A;103491;1;12;12;0;B;1;20/09/2019;08/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P782;1;;PLENITUDÿPROTECTÿc/NUTRACAREÿpañalÿ;1;100;CO02;5;1;A;CO02 -005-01A;103485;1;12;12;0;B;1;20/09/2019;08/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P782;1;;PLENITUDÿPROTECTÿc/NUTRACAREÿpañalÿ;1;100;CO02;15;1;A;CO02 -015-01A;104155;1;12;12;0;B;1;26/09/2019;08/12/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P782;1;;PLENITUDÿPROTECTÿc/NUTRACAREÿpañalÿ;1;100;CO02;1;1;A;CO02 -001-01A;103487;1;12;12;0;B;1;20/09/2019;08/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P782;1;;PLENITUDÿPROTECTÿc/NUTRACAREÿpañalÿ;1;100;CO02;17;1;A;CO02 -017-01A;104665;1;20;20;0;B;1;02/10/2019;12/08/2021;DO;;10331;
P782;1;;PLENITUDÿPROTECTÿc/NUTRACAREÿpañalÿ;1;100;CO02;13;1;A;CO02 -013-01A;104154;1;12;12;0;B;1;26/09/2019;08/12/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P782;1;;PLENITUDÿPROTECTÿc/NUTRACAREÿpañalÿ;1;100;CO02;9;1;A;CO02 -009-01A;103483;1;2;2;0;B;1;20/09/2019;08/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P805;1;;HUGGIES MAMA POST PARTO APOSITOS x1;1;100;CO01;62;1;B;CO01 -062-01B;104442;1;23;23;0;B;1;30/09/2019;28/02/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P823;1;;HUGGIESÿPRIMEROSÿ100ÿDIASÿPREMATURO;1;100;CO01;54;1;A;CO01 -054-01A;104108;1;4;4;0;B;1;26/09/2019;01/03/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P848;1;;PAMPERS CONFORTSEC POD pañal x20u R;1;100;CO03;90;2;A;CO03 -090-02A;105815;1;3;3;0;B;1;17/10/2019;01/08/2021;DO;;10335;
P854;1;;PAMPERS CONFORTSEC POD pañal x40u R;1;100;CO01;12;1;A;CO01 -012-01A;103523;1103523;35;35;0;B;1;23/09/2019;01/03/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P854;1;;PAMPERS CONFORTSEC POD pañal x40u R;1;100;CO01;14;1;A;CO01 -014-01A;105789;1;4;4;0;B;1;17/10/2019;01/09/2021;DO;;10335;
P854;1;;PAMPERS CONFORTSEC POD pañal x40u R;1;100;CO01;12;1;C;CO01 -012-01C;;;0;0;0;B;1;/  /;01/01/2021;DO;;10335;
P854;1;;PAMPERS CONFORTSEC POD pañal x40u R;1;100;CO01;10;1;A;CO01 -010-01A;103641;1;72;72;0;B;1;23/09/2019;01/03/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P855;1;;PAMPERS PREMIUM CARE POD pañal x16u;1;100;CO01;81;1;A;CO01 -081-01A;105786;1;11;11;0;B;1;17/10/2019;01/06/2021;DO;;10335;
P856;1;;PAMPERSÿPREMIUMÿCAREÿPODÿpa¤alÿx16u;1;100;CO01;30;1;A;CO01 -030-01A;104512;1;42;42;0;B;1;01/10/2019;01/02/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P856;1;;PAMPERSÿPREMIUMÿCAREÿPODÿpa¤alÿx16u;1;100;CO01;32;1;A;CO01 -032-01A;105547;1;53;53;0;B;1;16/10/2019;01/08/2021;DO;;10335;
P856;1;;PAMPERSÿPREMIUMÿCAREÿPODÿpa¤alÿx16u;1;100;CO01;28;1;A;CO01 -028-01A;104457;1;68;68;0;B;1;30/09/2019;01/02/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P857;1;;PAMPERS PREMIUM CARE POD pañal x20u;1;100;CO02;86;1;A;CO02 -086-01A;;;0;0;0;B;1;/  /;01/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P858;1;;PAMPERS PREMIUM CARE POD pañal x20u;1;100;CO01;81;1;B;CO01 -081-01B;105364;1;30;30;0;B;1;16/10/2019;01/03/2021;DO;;10335;
P862;1;;PAMPERS PREMIUM CARE POD pañal x40u;1;100;CO03;80;2;B;CO03 -080-02B;;;0;0;0;B;1;/  /;01/09/2021;DO;;10335;
P863;1;;PAMPERS PREMIUM CARE POD pañal x46u;1;100;CO01;46;1;A;CO01 -046-01A;105548;1;4;4;0;B;1;16/10/2019;01/06/2021;DO;;10335;
P865;1;;PAMPERS RECIEN NACIDOS pañal x20u;1;100;CO03;36;2;A;CO03 -036-02A;105784;1;10;10;0;B;1;17/10/2019;01/06/2021;DO;;10335;
P875;1;;PAMPERS SUPERSUAVE pañal x20u RN+;1;100;CO01;71;1;C;CO01 -071-01C;103631;1;69;69;0;B;1;23/09/2019;01/11/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P875;1;;PAMPERS SUPERSUAVE pañal x20u RN+;1;100;CO01;71;1;B;CO01 -071-01B;105363;1;44;44;0;B;1;16/10/2019;01/03/2021;DO;;10335;
P887;1;;DOVE CONTROL CASPA SH x200ml;1;100;CO02;72;2;A;CO02 -072-02A;;;0;0;0;B;1;/  /;01/04/2020;DO;;10335;
P892;1;;DOVE MEN CARE 2EN1 x200ml;1;100;CO02;50;2;B;CO02 -050-02B;104530;1;23;23;0;B;1;01/10/2019;01/02/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P893;1;;DOVE MEN CARE 2EN1 x400ml;1;100;CO02;30;2;B;CO02 -030-02B;103732;1;2;2;0;B;1;24/09/2019;12/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P893;1;;DOVE MEN CARE 2EN1 x400ml;1;100;CO02;30;2;A;CO02 -030-02A;;;0;0;0;B;1;/  /;01/11/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P895;1;;DOVE OLEO ELIXIR CPP x98ml;1;100;CO03;51;3;B;CO03 -051-03B;;;0;0;0;B;1;/  /;01/09/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P900;1;;DOVE OLEO NUTRICION CT x350gr;1;100;CO03;29;2;A;CO03 -029-02A;;;0;0;0;B;1;/  /;01/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P908;1;;DOVEÿRECONSTRUCCIONÿCOMPLETAÿACÿx18;1;100;CO03;59;3;B;CO03 -059-03B;104279;1;24;24;0;B;1;27/09/2019;01/12/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P970;1;;LORD CHESELINE CLASIC pomo x150gr;1;100;CO03;7;3;A;CO03 -007-03A;;;0;0;0;B;1;/  /;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P971;1;;LORDÿCHESELINEÿDEFINICIONÿYÿCONTROL;1;100;CO03;39;3;B;CO03 -039-03B;103699;1;58;58;0;B;1;24/09/2019;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P978;1;;PANTENEÿMAXPRO-VÿBRILLOÿEXTREMOÿACÿ;1;100;CO02;82;2;C;CO02 -082-02C;;;0;0;0;B;1;/  /;19/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P979;1;;PANTENEÿMAXPRO-VÿBRILLOÿEXTREMOÿACÿ;1;100;CO03;63;2;A;CO03 -063-02A;104531;1;47;47;0;B;1;01/10/2019;19/12/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P980;1;;PANTENEÿMAXPRO-VÿBRILLOÿEXTREMOÿSHÿ;1;100;CO03;42;4;B;CO03 -042-04B;105447;1;22;22;0;B;1;16/10/2019;06/07/2022;DO;;10335;
P981;1;;PANTENEÿMAXPRO-VÿBRILLOÿEXTREMOÿSHÿ;1;100;CO03;85;2;A;CO03 -085-02A;;;0;0;0;B;1;/  /;23/06/2022;DO;;10335;
P987;1;;PANTENE CUIDADO CLASICO 2EN1 x200ml;1;100;CO02;7;3;A;CO02 -007-03A;105468;1;20;20;0;B;1;16/10/2019;08/02/2022;DO;;10335;
P992;1;;PANTENEÿEXPERTÿADVANCEDÿKERATINÿREP;1;100;CO03;59;2;C;CO03 -059-02C;103809;1;64;64;0;B;1;24/09/2019;13/01/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P995;1;;PANTENE EXPERT AGE DEFY SH x250ml;1;100;CO02;68;2;A;CO02 -068-02A;103698;1;32;32;0;B;1;24/09/2019;01/11/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P996;1;;PANTENE EXPERT AGE DEFY SH x300ml;1;100;CO02;40;2;C;CO02 -040-02C;103683;1;48;48;0;B;1;24/09/2019;01/10/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P996;1;;PANTENE EXPERT AGE DEFY SH x300ml;1;100;CO02;40;2;B;CO02 -040-02B;103671;1;48;48;0;B;1;24/09/2019;01/10/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1010;1;;PANTENEÿHIDRO-CAUTERIZACIONÿAMPÿx3u;1;100;CO02;48;2;A;CO02 -048-02A;103677;1;13;13;0;B;1;24/09/2019;01/01/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1011;1;;PANTENE HIDRO-CAUTERIZACION CPP x30;1;100;CO02;50;2;C;CO02 -050-02C;105411;1;102;102;0;B;1;16/10/2019;09/04/2022;DO;;10335;
P1014;1;;PANTENE LISO EXTREMO CPP x300ml;1;100;CO02;88;2;A;CO02 -088-02A;104273;1;42;42;0;B;1;27/09/2019;16/02/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1015;1;;PANTENE MAXPRO-V LISO EXTREMO SH x2;1;100;CO02;90;2;A;CO02 -090-02A;105435;1;5;5;0;B;1;16/10/2019;09/09/2022;DO;;10335;
P1020;1;;PANTENE LISO SEDOSO AC x400ml;1;100;CO02;62;2;B;CO02 -062-02B;103715;1;129;129;0;B;1;24/09/2019;03/01/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1022;1;;PANTENE LISO SEDOSO SH x400ml;1;100;CO02;42;2;B;CO02 -042-02B;103669;1;108;108;0;B;1;24/09/2019;01/07/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1022;1;;PANTENE LISO SEDOSO SH x400ml;1;100;CO02;44;2;A;CO02 -044-02A;;;0;0;0;B;1;/  /;01/07/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1035;1;;PANTENE MAXPRO-V RESTAURACION AC x4;1;100;CO03;73;2;A;CO03 -073-02A;104629;1;18;18;0;B;1;01/10/2019;20/02/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1037;1;;PANTENE MAXPRO-V RESTAURACION AC x2;1;100;CO03;12;4;C;CO03 -012-04C;105430;1;21;21;0;B;1;16/10/2019;16/06/2022;DO;;10335;
P1038;1;;PANTENE MAXPRO-V RESTAURACION SH x4;1;100;CO03;71;2;B;CO03 -071-02B;105470;1;38;38;0;B;1;16/10/2019;25/09/2022;DO;;10335;
P1039;1;;PANTENE MAXPRO-V RESTAURACION SH x2;1;100;CO03;41;2;A;CO03 -041-02A;105442;1;12;12;0;B;1;16/10/2019;31/08/2022;DO;;10335;
P1043;1;;PANTENEÿRIZOSÿDEFINIDOSÿPORÿ+24HSÿC;1;100;CO03;53;2;A;CO03 -053-02A;103701;1;11;11;0;B;1;24/09/2019;23/01/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1046;1;;PANTENEÿTRATAMIENTOÿ3'RESCATEÿampÿx;1;100;CO03;49;3;C;CO03 -049-03C;104283;1;15;15;0;B;1;27/09/2019;01/12/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P1047;1;;PANTENEÿTRATAMIENTOÿ3'RESCATEÿampÿx;1;100;CO03;31;2;B;CO03 -031-02B;105456;1;12;12;0;B;1;16/10/2019;01/05/2022;DO;;10335;
P1088;1;;TRESEMME BLINDAJE PLATINUM AC x400m;1;100;CO02;66;2;A;CO02 -066-02A;;;0;0;0;B;1;/  /;01/04/2022;DO;;10335;
P1091;1;;TRESEMME BLINDAJE PLATINUM SH x400m;1;100;CO02;90;2;B;CO02 -090-02B;104303;1;1;1;0;B;1;27/09/2019;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1093;1;;TRESEMME HIDRATACION PROFUNDA SH x4;1;100;CO03;63;3;A;CO03 -063-03A;;;0;0;0;B;1;/  /;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1097;1;;TRESEMME KERATIN SMOOTH SH x400ml;1;100;CO03;39;3;A;CO03 -039-03A;;;0;0;0;B;1;/  /;01/06/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1130;1;;REXONA EFFICIENT EFECTO SECO pvo.x1;1;100;CO01;19;2;C;CO01 -019-02C;104491;1;32;32;0;B;1;30/09/2019;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1131;1;;REXONA EFFICIENT talco 6x200g;1;100;CO03;20;5;;CO03 -020-05;104020;1;96;96;0;B;1;25/09/2019;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1131;1;;REXONA EFFICIENT talco 6x200g;1;100;CO03;20;5;;CO03 -020-05;104022;1;96;96;0;B;1;25/09/2019;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1131;1;;REXONA EFFICIENT talco 6x200g;1;100;CO01;1;2;B;CO01 -001-02B;104023;1;43;43;0;B;1;25/09/2019;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1261;1;;DOVE HIDRATACION INTENSA AC x400ml;1;100;CO03;5;2;A;CO03 -005-02A;;;0;0;0;B;1;/  /;13/03/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1261;1;;DOVE HIDRATACION INTENSA AC x400ml;1;100;CO03;7;2;A;CO03 -007-02A;103743;1;1;1;0;B;1;24/09/2019;13/03/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1263;1;;DOVE OLEO NUTRICION AC x400ml;1;100;CO01;13;3;A;CO01 -013-03A;105071;1;55;55;0;B;1;09/10/2019;01/04/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P1263;1;;DOVE OLEO NUTRICION AC x400ml;1;100;CO01;11;3;C;CO01 -011-03C;103815;1;108;108;0;B;1;24/09/2019;01/09/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P1263;1;;DOVE OLEO NUTRICION AC x400ml;1;100;CO01;11;3;B;CO01 -011-03B;103816;1;108;108;0;B;1;24/09/2019;01/09/2020;DO;;10327;ORIEN S.A. - SAN BLAS
